ASD Acronym,Designation,Title of Standard,Project Action,Date SA PINS,Date SA BSR8,Date Final Action,PR status,CON_id::Email,__pk_PSA_id
NSF,ANSI/NSF 350-2023 (i76r1),Onsite Residential and Commercial Water Reuse Treatment Systems,(revision of ANSI/NSF 350-2022),,12/16/2022,09/07/2023,Approved,jevans@nsf.org,190914
NSF,ANSI/NSF 350-2023 (i77r1),Onsite Residential and Commercial Water Reuse Treatment Systems,(revision of ANSI/NSF 350-2022),,06/09/2023,09/22/2023,Approved,jevans@nsf.org,192395
NSF,ANSI/NSF 350-2023 (i78r1),Onsite Residential and Commercial Water Reuse Treatment Systems,(revision of ANSI/NSF 350-2022),,06/30/2023,08/23/2023,Approved,jevans@nsf.org,192482
NSF,ANSI/NSF 350-2023 (i80r1),Onsite Residential and Commercial Water Reuse Treatment Systems,(revision of ANSI/NSF 350-2022),,08/18/2023,10/04/2023,Approved,jevans@nsf.org,192869
NSF,ANSI/NSF 350-2023 (i82r1),Onsite Residential and Commercial Water Reuse Treatment Systems,(revision of ANSI/NSF 350-2022),,10/06/2023,11/10/2023,Approved,jevans@nsf.org,193182
NSF,ANSI/NSF 350-2024 (i63r8),Onsite Residential and Commercial Water Reuse Treatment Systems,(revision of ANSI/NSF 350-2022),,01/19/2024,03/05/2024,Approved,jevans@nsf.org,194268
NSF,ANSI/NSF 358-1-2017 (i3),Polyethylene Pipe and Fittings for Water-Based Ground-Source Geothermal; Heat Pump Systems,(revision of ANSI/NSF 358-1-2014),,11/04/2016,01/02/2017,Approved,jevans@nsf.org,172439
NSF,ANSI/NSF 358-1-2020 (i4r1),Polyethylene Pipe and Fittings for Water-Based Ground-Source Geothermal Heat Pump Systems,(revision of ANSI/NSF 358-1-2017),,11/15/2019,01/27/2020,Approved,jevans@nsf.org,181971
NSF,ANSI/NSF 358-1-2021 (i5r1),Polyethylene Pipe and Fittings for Water-Based Ground-Source Geothermal Heat Pump Systems,(revision of ANSI/NSF 358-1-2020),,06/18/2021,07/22/2021,Approved,jevans@nsf.org,186653
NSF,ANSI/NSF 358-1-2021 (i6r1),Polyethylene Pipe and Fittings for Water-Based Ground-Source Geothermal Heat Pump Systems,(revision of ANSI/NSF 358-1-2020),,05/28/2021,06/29/2021,Approved,jevans@nsf.org,186433
NSF,ANSI/NSF 358-1-2022 (i7r2),Polyethylene Pipe and Fittings for Water-Based Ground-Source Geothermal Heat Pump Systems,(revision of ANSI/NSF 358-1-2021),,09/30/2022,11/04/2022,Approved,jevans@nsf.org,190094
NSF,ANSI/NSF 358-1-2022 (i8r1),Polyethylene Pipe and Fittings for Water-Based Ground-Source Geothermal Heat Pump Systems,(revision of ANSI/NSF 358-1-2021),,08/19/2022,09/27/2022,Approved,jevans@nsf.org,190080
NSF,ANSI/NSF 358-2-2017 (i2r1),Polypropylene Pipe and Fittings for Water-Based Ground-Source Geothermal; Heat Pump Systems   ,(revision of ANSI/NSF 358-2-2012),,11/17/2017,12/18/2017,Approved,jevans@nsf.org,175709
NSF,ANSI/NSF 358-2-2022 (i3r1),Polypropylene Pipe and Fittings for Water-Based Ground-Source Geothermal Heat Pump Systems,(revision of ANSI/NSF 358-2-2017),,08/12/2022,10/12/2022,Approved,jevans@nsf.org,190061
NSF,ANSI/NSF 358-3-2016 (i1r2),Cross-Linked Polyethylene (PEX) Pipe and Fittings for Water-Based Ground-source (Geothermal) Heat Pump Systems,(new standard),03/27/2009,02/26/2016,06/09/2016,Approved,jevans@nsf.org,167165
NSF,ANSI/NSF 358-3-2016 (i2r1),Cross-linked Polyethylene (PEX) Pipe and Fittings for Water-Based Ground-Source (Geothermal) Heat Pump Systems,(revision of ANSI/NSF 358-3),,09/02/2016,10/02/2016,Approved,jevans@nsf.org,171888
NSF,ANSI/NSF 358-3-2021 (i3r1),Cross-linked Polyethylene (PEX) Pipe and Fittings for Water-Based Ground-Source (Geothermal) Heat Pump Systems,(revision of ANSI/NSF 358-3-2016),,05/28/2021,06/27/2021,Approved,jevans@nsf.org,186423
NSF,ANSI/NSF 358-4-2018 (i1r3),Polyethylene of Raised Temperature (PE-RT) Tubing and Fittings for Water-Based Ground-Source (Geothermal) Heat Pump Systems.,(new standard),08/18/2017,02/02/2018,03/19/2018,Approved,jevans@nsf.org,174798
NSF,ANSI/NSF 358-4-2022 (i2r1),Polyethylene of Raised Temperature (PE-RT) Tubing and Fittings for Water-Based Ground-Source (Geothermal) Heat Pump Systems,(revision of ANSI/NSF 358-4-2018),,09/17/2021,01/04/2022,Approved,jevans@nsf.org,187459
NSF,ANSI/NSF 359-2016 ,Valves for crosslinked polyethylene (PEX) water distribution tubing systems,(reaffirmation of ANSI/NSF 359-2011),,07/01/2016,08/15/2016,Approved,jevans@nsf.org,171369
NSF,ANSI/NSF 359-2018 (i3r1),NSF/ANSI 359-Valves for Crosslinked Polyethelene (PEX) Water Distribution Tubing Systems  ,(revision of ANSI/NSF 359-2016),,12/01/2017,01/05/2018,Approved,jevans@nsf.org,175821
NSF,ANSI/NSF 359-2018 (i4r1),NSF/ANSI 359-Valves for Crosslinked Polyethelene (PEX) Water Distribution Tubing Systems  ,(revision of ANSI/NSF 359-2016 ),,12/01/2017,01/12/2018,Approved,jevans@nsf.org,175818
NSF,ANSI/NSF 359-2022 (i5r2),Valves for Cross-linked Polyethylene (PEX) Water Distribution Tubing Systems,(revision of ANSI/NSF 359-2018),,09/16/2022,10/16/2022,Approved,jevans@nsf.org,190273
NSF,ANSI/NSF 360-2014 (i2r1),Field Performance Verification,(revision of ANSI/NSF 360-2010),,06/27/2014,10/27/2014,Approved,jevans@nsf.org,165912
NSF,ANSI/NSF 360-2019 (i4r1),Wastewater Treatment Systems – Field Performance Verification,(revision of ANSI/NSF 360-2014),,03/08/2019,04/07/2019,Approved,jevans@nsf.org,179641
NSF,ANSI/NSF 360-2024 (i5r1),Wastewater Treatment Systems – Field Performance Verification,(revision of ANSI/NSF 360-2019),,12/01/2023,01/12/2024,Approved,jevans@nsf.org,193730
NSF,ANSI/NSF 363-2016 (i2r1),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),09/11/2009,06/17/2016,07/19/2016,Approved,rbrooker@nsf.org,150921
NSF,ANSI/NSF 363-2016 (i3r1),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),,06/17/2016,07/19/2016,Approved,rbrooker@nsf.org,171303
NSF,ANSI/NSF 363-2016 (i4r2),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),,11/04/2016,12/04/2016,Approved,rbrooker@nsf.org,171304
NSF,ANSI/NSF 363-2016 (i5r1),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),,06/17/2016,07/21/2016,Approved,rbrooker@nsf.org,171312
NSF,ANSI/NSF 363-2016 (i6r1),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),,06/17/2016,07/22/2016,Approved,rbrooker@nsf.org,171313
NSF,ANSI/NSF 363-2016 (i7r1),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),,06/17/2016,07/27/2016,Approved,rbrooker@nsf.org,171314
NSF,ANSI/NSF 363-2016 (i8r1),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),,06/17/2016,07/28/2016,Approved,rbrooker@nsf.org,171315
NSF,ANSI/NSF 363-2016 (i9r1),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),,11/04/2016,12/04/2016,Approved,rbrooker@nsf.org,172441
NSF,ANSI/NSF 363-2017 (i10r1),Good Manufacturing Practices (GMP) for Pharmaceutical Excipients,(revision of ANSI/NSF 363-2014),,11/04/2016,01/09/2017,Approved,rbrooker@nsf.org,172473
NSF,ANSI/NSF 37-2017 (i6r6),Air Curtain for Entranceways for Food and Food Service Establishments,(revision of ANSI/NSF 37-2012),,04/28/2017,06/01/2017,Approved,arose@nsf.org,173776
NSF,ANSI/NSF 37-2020 (i8r1),NSF 37 - Air Curtain for Entranceways for Food and Food Service Establishments,(revision of ANSI/NSF 37-2017),,04/26/2019,11/11/2020,Approved,arose@nsf.org,180043
NSF,ANSI/NSF 37-2021 (i7r1),Air Curtain for Entranceways for Food and Food Service Establishments,(revision of ANSI/NSF 37-2017),,12/04/2020,01/05/2021,Approved,arose@nsf.org,184964
NSF,ANSI/NSF 37-2021 (i9r1),Air Curtain for Entranceways for Food and Food Service Establishments,(revision of ANSI/NSF 37-2017),,03/26/2021,04/25/2021,Approved,arose@nsf.org,185909
NSF,ANSI/NSF 37-2024 (i10r1),Air Curtain for Entranceways for Food and Food Service Establishments,(revision of ANSI/NSF 37-2020),,06/18/2021,02/03/2024,Approved,arose@nsf.org,186634
NSF,ANSI/NSF 37-2024 (i11r1),Air Curtains for Entranceways for Food and Food Service Establishments,(revision of ANSI/NSF 37-2020),,05/17/2024,06/17/2024,Approved,arose@nsf.org,195203
NSF,ANSI/NSF 372-2016 (i4r1),Drinking Water System Components - Lead Content,(revision of ANSI/NSF 372-2011),,02/26/2016,03/27/2016,Approved,mleslie@nsf.org,170442
NSF,ANSI/NSF 375-2015 (i1r2),Sustainability Assessment for Water Contact Products,(new standard),04/16/2010,09/12/2014,04/01/2015,Approved,jevans@nsf.org,152852
NSF,ANSI/NSF 385-2019 (i1r11),NSF 385 - Disinfection Mechanics,(new standard),01/25/2013,06/28/2019,07/30/2019,Approved,jevans@nsf.org,161755
NSF,ANSI/NSF 385-2021 (i2r1),Disinfection Mechanics,(revision of ANSI/NSF 385-2019),,02/05/2021,03/25/2021,Approved,jevans@nsf.org,185301
NSF,ANSI/NSF 385-2021 (i6r1),Disinfection Mechanics,(revision of ANSI/NSF 385-2019),,01/01/2021,02/02/2021,Approved,jevans@nsf.org,185064
NSF,ANSI/NSF 385-2021 (i8r1),Disinfection Mechanics,(revision of ANSI/NSF 385-2019),,06/11/2021,07/12/2021,Approved,jevans@nsf.org,186563
NSF,ANSI/NSF 385-2021 (i9r1),Disinfection Mechanics,(revision of ANSI/NSF 385-2019),,06/11/2021,07/13/2021,Approved,jevans@nsf.org,186593
NSF,ANSI/NSF 385-2022 (i11r2),Disinfection Mechanics,(revision of ANSI/NSF 385-2021),,09/23/2022,10/24/2022,Approved,jevans@nsf.org,190310
NSF,ANSI/NSF 385-2022 (i13r1),Disinfection Mechanics,(revision of ANSI/NSF 385-2021),,11/04/2022,12/14/2022,Approved,jevans@nsf.org,190695
NSF,ANSI/NSF 385-2022 (i14r1),Disinfection Mechanics,(revision of ANSI/NSF 385-2021),,06/24/2022,09/05/2022,Approved,jevans@nsf.org,189730
NSF,ANSI/NSF 385-2023 (i15r2),Disinfection Mechanics,(revision of ANSI/NSF 385-2021),,05/19/2023,06/18/2023,Approved,jevans@nsf.org,192161
NSF,ANSI/NSF 385-2023 (i3r5),Disinfection Mechanics,(revision of ANSI/NSF 385-2021),,09/02/2022,01/03/2023,Approved,jevans@nsf.org,190196
NSF,ANSI/NSF 385-2024 (i16r1),Disinfection Mechanics,(revision of ANSI/NSF 385-2022),,10/13/2023,05/04/2024,Approved,jevans@nsf.org,193327
NSF,ANSI/NSF 385-2024 (i5r1),Disinfection Mechanics,(revision of ANSI/NSF 385-2022),,10/13/2023,05/02/2024,Approved,jevans@nsf.org,193343
NSF,ANSI/NSF 391.1-2019 (i1r2),General Sustainability Assessment Criteria for Professional Services,(new standard),01/28/2011,06/29/2018,01/29/2019,Approved,kfranklin@nsf.org,154761
NSF,ANSI/NSF 4-2016 (i18r4),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2014),,03/04/2016,04/22/2016,Approved,arose@nsf.org,170443
NSF,ANSI/NSF 4-2016 (i23r1),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANS/NSF 4-2014),,11/27/2015,04/14/2016,Approved,arose@nsf.org,169897
NSF,ANSI/NSF 4-2016 (i24r4),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2014),,09/23/2016,10/23/2016,Approved,arose@nsf.org,171244
NSF,ANSI/NSF 4-2019 (i27r1),"NSF 4 - Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2016),,06/22/2018,08/21/2019,Approved,arose@nsf.org,177510
NSF,ANSI/NSF 4-2019 (i29r1),"NSF 4 - Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2016),,04/26/2019,09/05/2019,Approved,arose@nsf.org,180030
NSF,ANSI/NSF 4-2020 (i25r3),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2019),,10/09/2020,11/30/2020,Approved,arose@nsf.org,180763
NSF,ANSI/NSF 4-2020 (i30r1),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2019),,09/18/2020,11/06/2020,Approved,arose@nsf.org,184411
NSF,ANSI/NSF 4-2021 (i21r8),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2019),,04/16/2021,05/20/2021,Approved,arose@nsf.org,185487
NSF,ANSI/NSF 4-2021 (i31r1),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2019),,01/22/2021,03/08/2021,Approved,arose@nsf.org,185213
NSF,ANSI/NSF 4-2021 (i32r2),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2019),,03/05/2021,04/04/2021,Approved,arose@nsf.org,185238
NSF,ANSI/NSF 4-2022 (i33r1),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2020),,06/18/2021,12/22/2022,Approved,arose@nsf.org,186622
NSF,ANSI/NSF 4-2022 (i34r1),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2020),,08/19/2022,12/02/2022,Approved,arose@nsf.org,190121
NSF,ANSI/NSF 4-2023 (i35r1),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2020),,02/17/2023,04/03/2023,Approved,arose@nsf.org,191284
NSF,ANSI/NSF 4-2024 (i36r1),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2022),,11/17/2023,02/07/2024,Approved,arose@nsf.org,193605
NSF,ANSI/NSF 4-2024 (i37r3),"Commercial Cooking, Rethermalization, and Powered Hot Food Holding and Transportation Equipment",(revision of ANSI/NSF 4-2022),,04/12/2024,06/04/2024,Approved,arose@nsf.org,194954
NSF,ANSI/NSF 40-2018 (i29r1),NSF/ANSI 40 Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2009 (i19)),,03/10/2017,03/20/2018,Approved,jevans@nsf.org,173257
NSF,ANSI/NSF 40-2018 (i31r2),NSF 40 -  Residential Wastewater Treatment Systems,(revision of ansi/NSF 40-2013),,12/22/2017,01/26/2018,Approved,jevans@nsf.org,175914
NSF,ANSI/NSF 40-2019 (i32r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2018),,04/19/2019,05/29/2019,Approved,jevans@nsf.org,180003
NSF,ANSI/NSF 40-2019 (i33r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2018),,03/15/2019,04/19/2019,Approved,jevans@nsf.org,179797
NSF,ANSI/NSF 40-2019 (i34r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2018),,04/19/2019,06/04/2019,Approved,jevans@nsf.org,179973
NSF,ANSI/NSF 40-2020 (i35r3),NSF 40 Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2018),,03/27/2020,12/17/2020,Approved,jevans@nsf.org,182633
NSF,ANSI/NSF 40-2020 (i37r1),NSF 40-20XX: Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2019),,10/16/2020,12/08/2020,Approved,jevans@nsf.org,184609
NSF,ANSI/NSF 40-2020 (i38r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2019),,10/16/2020,11/20/2020,Approved,jevans@nsf.org,184593
NSF,ANSI/NSF 40-2020 (i41r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2019),,10/23/2020,11/30/2020,Approved,jevans@nsf.org,184642
NSF,ANSI/NSF 40-2021 (i36r1),NSF 40 Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2018),,01/31/2020,01/04/2021,Approved,jevans@nsf.org,182420
NSF,ANSI/NSF 40-2022 (i42r2),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,02/25/2022,03/29/2022,Approved,jevans@nsf.org,185289
NSF,ANSI/NSF 40-2022 (i43r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,03/04/2022,04/03/2022,Approved,jevans@nsf.org,188684
NSF,ANSI/NSF 40-2022 (i44r2),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,07/15/2022,09/06/2022,Approved,jevans@nsf.org,189630
NSF,ANSI/NSF 40-2022 (i45r3),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,06/24/2022,08/29/2022,Approved,jevans@nsf.org,189732
NSF,ANSI/NSF 40-2022 (i46r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,06/17/2022,08/26/2022,Approved,jevans@nsf.org,189617
NSF,ANSI/NSF 40-2022 (i47r2),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,07/01/2022,08/05/2022,Approved,jevans@nsf.org,189477
NSF,ANSI/NSF 40-2022 (i48r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,06/10/2022,08/29/2022,Approved,jevans@nsf.org,189570
NSF,ANSI/NSF 40-2022 (i50r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,06/24/2022,09/05/2022,Approved,jevans@nsf.org,189725
NSF,ANSI/NSF 40-2022 (i52r2),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2020),,08/26/2022,10/05/2022,Approved,jevans@nsf.org,189942
NSF,ANSI/NSF 40-2023 (i51r2),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2022),,04/21/2023,06/05/2023,Approved,jevans@nsf.org,189824
NSF,ANSI/NSF 40-2023 (i53r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2022),,11/25/2022,03/17/2023,Approved,jevans@nsf.org,190800
NSF,ANSI/NSF 40-2023 (i54r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2022),,12/16/2022,02/15/2023,Approved,jevans@nsf.org,190892
NSF,ANSI/NSF 40-2023 (i55r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2022),,12/16/2022,01/31/2023,Approved,jevans@nsf.org,190906
NSF,ANSI/NSF 40-2023 (i58r1),Residential Wastewater Treatment Systems,(revision of ANSI/NSF 40-2022),,06/23/2023,08/18/2023,Approved,jevans@nsf.org,192454
NSF,ANSI/NSF 401-2016,Drinking water treatment units - Emerging compounds/incidental contaminants,(revision of ANSI/NSF 401-2014 (i1r2.1)),,01/29/2016,03/03/2016,Approved,mleslie@nsf.org,170282
NSF,ANSI/NSF 401-2016 (i3r1),Drinking water treatment units - Emerging compounds/incidental contaminants,(revision of ANSI/NSF 401-2014),,05/06/2016,06/08/2016,Approved,mleslie@nsf.org,171031
NSF,ANSI/NSF 401-2016 (i6r1),NSF 401-2016 - Drinking water treatment units - Emerging compounds/incidental contaminants,(revision of ANSI/NSF 401-2014),,08/05/2016,09/19/2016,Approved,mleslie@nsf.org,171558
NSF,ANSI/NSF 401-2016 (i7r1),Drinking water treatment units - Emerging compounds/incidental contaminants,(revision of ANSI/NSF 401-2014),,07/15/2016,08/29/2016,Approved,mleslie@nsf.org,171451
NSF,ANSI/NSF 401-2017 (i5r1),Drinking water treatment units - Emerging compounds/incidental contaminants,(revision of ANSI/NSF 401-2016),,10/28/2016,01/12/2017,Approved,mleslie@nsf.org,172390
NSF,ANSI/NSF 401-2017 (i8r1),Drinking water treatment units - Emerging compounds/incidental contaminants,(revision of ANSI/NSF 401-2016),,05/12/2017,06/13/2017,Approved,mleslie@nsf.org,173912
NSF,ANSI/NSF 401-2017 (i9),NSF/ANSI 401 Drinking water treatment units - Emerging compounds/incidental contaminants  ,(revision of ANSI/NSF 401 2017),,09/08/2017,10/27/2017,Approved,mleslie@nsf.org,175025
NSF,ANSI/NSF 401-2018 (i10r2),NSF 401 - Drinking water treatment units - Emerging compounds/incidental contaminants,(revision of ANSI/NSF 401-2017a),,06/22/2018,07/31/2018,Approved,mleslie@nsf.org,177581
NSF,ANSI/NSF 401-2018 (i11r1),NSF 401 - Drinking water treatment units - Emerging compounds/incidental contaminants,(revision of ANSI/NSF 401-2018),,07/13/2018,08/13/2018,Approved,mleslie@nsf.org,177704
NSF,ANSI/NSF 401-2018 (i13r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2017a),,11/30/2018,12/30/2018,Approved,mleslie@nsf.org,179049
NSF,ANSI/NSF 401-2019 (i14r1),NSF 401 - Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2018),,08/02/2019,09/05/2019,Approved,mleslie@nsf.org,181011
NSF,ANSI/NSF 401-2020 (i16r1),NSF 401-2020: Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2019),,06/26/2020,08/17/2020,Approved,mleslie@nsf.org,183810
NSF,ANSI/NSF 401-2020 (i17r1),NSF 401 - Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2019),,07/17/2020,08/16/2020,Approved,mleslie@nsf.org,184010
NSF,ANSI/NSF 401-2020 (i18r2),NSF 401-2020: Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2019),,10/02/2020,11/25/2020,Approved,mleslie@nsf.org,184117
NSF,ANSI/NSF 401-2020 (i19r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2019),,09/18/2020,10/18/2020,Approved,mleslie@nsf.org,184407
NSF,ANSI/NSF 401-2021 (i20r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2019),,01/01/2021,05/20/2021,Approved,mleslie@nsf.org,185112
NSF,ANSI/NSF 401-2021 (i24r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2020),,07/02/2021,08/16/2021,Approved,mleslie@nsf.org,186772
NSF,ANSI/NSF 401-2021 (i25r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2020),,08/06/2021,09/28/2021,Approved,mleslie@nsf.org,187088
NSF,ANSI/NSF 401-2021 (i26r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2020),,08/27/2021,10/11/2021,Approved,mleslie@nsf.org,187220
NSF,ANSI/NSF 401-2022 (i28r1),Drinking Water Treatment Units – Emerging Compounds /  Incidental Contaminants,(revision of ANSI/NSF 401-2021),,09/02/2022,10/07/2022,Approved,mmilla@nsf.org,190192
NSF,ANSI/NSF 401-2022 (i29r1),Drinking Water Treatment Units - Emerging Compounds /Incidental Contaminants,(revision of ANSI/NSF 401-2021),,10/07/2022,11/07/2022,Approved,mmilla@nsf.org,190421
NSF,ANSI/NSF 401-2023 (i22r5),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2021),,12/02/2022,03/30/2023,Approved,mmilla@nsf.org,184861
NSF,ANSI/NSF 401-2023 (i23r2),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2021),,12/02/2022,02/24/2023,Approved,mmilla@nsf.org,190501
NSF,ANSI/NSF 401-2023 (i30r3),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2022),,09/01/2023,10/17/2023,Approved,mmilla@nsf.org,190559
NSF,ANSI/NSF 401-2023 (i31r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2021),,12/16/2022,01/30/2023,Approved,mmilla@nsf.org,190937
NSF,ANSI/NSF 401-2023 (i32r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2022),,08/11/2023,09/18/2023,Approved,mmilla@nsf.org,192827
NSF,ANSI/NSF 401-2024 (i33r2),Drinking Water Treatment Units - Emerging Compounds /Incidental Contaminants,(revision of ANSI/NSF 401-2022),,01/19/2024,04/19/2024,Approved,mmilla@nsf.org,194274
NSF,ANSI/NSF 401-2024 (i34r2),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2022),,01/26/2024,03/12/2024,Approved,mmilla@nsf.org,193744
NSF,ANSI/NSF 401-2024 (i36r1),Drinking Water Treatment Units - Emerging Compounds/Incidental Contaminants,(revision of ANSI/NSF 401-2022),,11/10/2023,12/12/2023,Approved,mmilla@nsf.org,193583
NSF,ANSI/NSF 401-2024 (i37r1),Drinking Water Treatment Units - Emerging Compounds/Incidental Contaminants,(revision of ANSI/NSF 401-2022),,12/15/2023,01/30/2024,Approved,mmilla@nsf.org,193792
NSF,ANSI/NSF 401-2024 (i38r1),Drinking Water Treatment Units - Emerging Compounds / Incidental Contaminants,(revision of ANSI/NSF 401-2022),,02/23/2024,04/09/2024,Approved,mmilla@nsf.org,194517
NSF,ANSI/NSF 41-2016 (i7r1),Non-liquid Saturated Treatment Systems,(revision of ANSI/NSF 41-2011),,02/19/2016,03/20/2016,Approved,jevans@nsf.org,170391
NSF,ANSI/NSF 41-2018 (i8r2),Non-liquid Saturated Treatment Systems,(revision of ANSI/NSF 41-2016),,04/20/2018,06/08/2018,Approved,jevans@nsf.org,177106
NSF,ANSI/NSF 41-2018 (i9r1),Non-liquid Saturated Treatment Systems,(revision of ANSI/NSF 41-2016),,08/24/2018,09/23/2018,Approved,jevans@nsf.org,178177
NSF,ANSI/NSF 41-2022 (i10r1),NSF 41-20XX: Non-liquid Saturated Treatment Systems,(revision of ANSI/NSF 41-2019),,10/16/2020,07/22/2022,Approved,jevans@nsf.org,184596
NSF,ANSI/NSF 41-2022 (i11r2),Non-liquid Saturated Treatment Systems,(revision of ANSI/NSF 41-2018),,07/08/2022,09/07/2022,Approved,jevans@nsf.org,189782
NSF,ANSI/NSF 41-2022 (i13r1),Non-liquid Saturated Treatment Systems,(revision of ANSI/NSF 41-2018),,06/24/2022,09/05/2022,Approved,jevans@nsf.org,189726
NSF,ANSI/NSF 41-2023 (i14r1),Non-Liquid Saturated Treatment Systems,(revision of ANSI/NSF 41-2018),,12/16/2022,05/23/2023,Approved,jevans@nsf.org,190907
NSF,ANSI/NSF 41-2023 (i15r1),Nonliquid Saturated Treatment Systems,(revision and redesignation of ANSI/NSF 41-2022),,07/07/2023,08/16/2023,Approved,jevans@nsf.org,192529
NSF,ANSI/NSF 416-2014 (i1r4),Sustainability Assessment for Water Treatment Chemical Products,(new standard),08/17/2012,09/19/2014,11/18/2014,Approved,jevans@nsf.org,160515
